Source,Target,Weight,Canto,Book,vader,Canto_no
tara,sugriva,1,Canto XXXVI. Sugríva's Speech.,BOOK IV.,0.25,306
ravan,sita,2,Canto XXXVI. Sugríva's Speech.,BOOK IV.,0.3343,306
mahendra,mandar,1,Canto XXXVII. The Gathering.,BOOK IV.,0.5267,307
mahasaila,dhumra,1,Canto XXXVII. The Gathering.,BOOK IV.,-0.1779,307
mahasaila,meru,1,Canto XXXVII. The Gathering.,BOOK IV.,-0.1779,307
dhumra,meru,1,Canto XXXVII. The Gathering.,BOOK IV.,0.4767,307
meru,maharun,1,Canto XXXVII. The Gathering.,BOOK IV.,0.7783,307
vishnu,rama,1,Canto XXXVII. The Gathering.,BOOK IV.,0.5859,307
anjan,rama,1,Canto XXXVII. The Gathering.,BOOK IV.,-0.2732,307
kailasa,himalaya,1,Canto XXXVII. The Gathering.,BOOK IV.,0.296,307
kishkindha,sugriva,1,Canto XXXVII. The Gathering.,BOOK IV.,0.7845,307
sugriva,raghu,8,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.6431375,308
sugriva,lakshman,8,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.6431375,308
raghu,lakshman,3,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.47669999999999996,308
lakshman,kishkindha,3,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.47669999999999996,308
kishkindha,sugriva,1,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.765,308
sumitra,lakshman,1,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.0,308
mahendra,meru,1,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.3612,308
mahendra,vindhya,1,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,0.3612,308
meru,vindhya,1,Canto XXXVIII. Sugríva's Departure.,BOOK IV.,-0.34,308
sachi,puloma,1,Canto XXXIX. The Vánar Host.,BOOK IV.,-0.0516,309
sachi,indra,1,Canto XXXIX. The Vánar Host.,BOOK IV.,-0.0516,309
puloma,indra,1,Canto XXXIX. The Vánar Host.,BOOK IV.,-0.0516,309
satabali,tara,1,Canto XXXIX. The Vánar Host.,BOOK IV.,0.3612,309
tara,ruma,1,Canto XXXIX. The Vánar Host.,BOOK IV.,0.3612,309
gavaya,darimukha,1,Canto XXXIX. The Vánar Host.,BOOK IV.,0.8176,309
darimukha,dwivid,1,Canto XXXIX. The Vánar Host.,BOOK IV.,0.4939,309
dwivid,asvin,1,Canto XXXIX. The Vánar Host.,BOOK IV.,0.8934,309
raghu,indra,1,Canto XL. The Army Of The East.,BOOK IV.,0.0258,310
ravan,sita,4,Canto XL. The Army Of The East.,BOOK IV.,-0.6908,310
mandar,yavadwipa,1,Canto XL. The Army Of The East.,BOOK IV.,0.5574,310
vishnu,meru,1,Canto XL. The Army Of The East.,BOOK IV.,0.0,310
nila,jambavan,1,Canto XLI. The Army Of The South.,BOOK IV.,0.8271,311
jambavan,angad,1,Canto XLI. The Army Of The South.,BOOK IV.,0.8779,311
sushen,sugriva,2,Canto XLII. The Army Of The West.,BOOK IV.,0.6369,312
asta,ravan,2,Canto XLII. The Army Of The West.,BOOK IV.,0.0,312
janak,soma,1,Canto XLIII. The Army Of The North.,BOOK IV.,0.0,313
soma,kala,1,Canto XLIII. The Army Of The North.,BOOK IV.,0.0258,313
rama,hanuman,1,Canto XLIV. The Ring.,BOOK IV.,0.9042,314
wind-god,angad,1,Canto XLV. The Departure.,BOOK IV.,0.6249,315
wind-god,tara,1,Canto XLV. The Departure.,BOOK IV.,0.6249,315
wind-god,vinata,1,Canto XLV. The Departure.,BOOK IV.,0.6249,315
angad,tara,1,Canto XLV. The Departure.,BOOK IV.,0.6249,315
angad,vinata,1,Canto XLV. The Departure.,BOOK IV.,0.6249,315
tara,vinata,1,Canto XLV. The Departure.,BOOK IV.,0.8481,315
tara,sushen,1,Canto XLV. The Departure.,BOOK IV.,0.8481,315
vinata,sushen,1,Canto XLV. The Departure.,BOOK IV.,0.7964,315
ravan,rama,1,Canto XLV. The Departure.,BOOK IV.,-0.7506,315
sugriva,bali,1,Canto XLVI. Sugríva's Tale.,BOOK IV.,0.25,316
sugriva,mayavi,1,Canto XLVI. Sugríva's Tale.,BOOK IV.,0.25,316
sugriva,malaya,1,Canto XLVI. Sugríva's Tale.,BOOK IV.,0.25,316
bali,mayavi,5,Canto XLVI. Sugríva's Tale.,BOOK IV.,0.25,316
bali,malaya,5,Canto XLVI. Sugríva's Tale.,BOOK IV.,0.08562,316
mayavi,malaya,1,Canto XLVI. Sugríva's Tale.,BOOK IV.,0.25,316
meru,bali,1,Canto XLVI. Sugríva's Tale.,BOOK IV.,-0.631,316
rishyamuka,bali,1,Canto XLVI. Sugríva's Tale.,BOOK IV.,-0.8271,316
sita,sugriva,1,Canto XLVII. The Return.,BOOK IV.,0.0,317
prasravan,sugriva,1,Canto XLVII. The Return.,BOOK IV.,-0.3182,317
vinata,satabali,1,Canto XLVII. The Return.,BOOK IV.,-0.25,317
satabali,sugriva,1,Canto XLVII. The Return.,BOOK IV.,0.0,317
sushen,sugriva,1,Canto XLVII. The Return.,BOOK IV.,0.0,317
hanuman,vindhya,1,Canto XLVIII. The Asur's Death.,BOOK IV.,-0.296,318
sugriva,rama,1,Canto XLIX. Angad's Speech.,BOOK IV.,-0.0258,319
angad,tara,1,Canto L. The Enchanted Cave.,BOOK IV.,0.0,320
angad,hanuman,1,Canto L. The Enchanted Cave.,BOOK IV.,0.0,320
tara,hanuman,1,Canto L. The Enchanted Cave.,BOOK IV.,0.0,320
indra,brahma,1,Canto LI. Svayamprabhá.,BOOK IV.,0.8271,321
ravan,sugriva,1,Canto LII. The Exit.,BOOK IV.,0.4939,322
vindhya,prasravan,1,Canto LII. The Exit.,BOOK IV.,0.0,322
bali,raghu,1,Canto LIII. Angad's Counsel.,BOOK IV.,-0.4215,323
rama,sita,2,Canto LIII. Angad's Counsel.,BOOK IV.,0.0516,323
tara,indra,1,Canto LIV. Hanumán's Speech.,BOOK IV.,0.6597,324
lakshman,indra,2,Canto LIV. Hanumán's Speech.,BOOK IV.,0.3612,324
rama,lakshman,1,Canto LV. Angad's Reply.,BOOK IV.,-0.9615,325
raghu,ruma,1,Canto LV. Angad's Reply.,BOOK IV.,0.8885,325
ruma,tara,1,Canto LV. Angad's Reply.,BOOK IV.,0.9337,325
tara,angad,1,Canto LV. Angad's Reply.,BOOK IV.,-0.6908,325
angad,hanuman,1,Canto LVI. Sampáti.,BOOK IV.,-0.6249,326
hanuman,sita,1,Canto LVI. Sampáti.,BOOK IV.,0.0,326
sita,raghu,1,Canto LVI. Sampáti.,BOOK IV.,-0.4215,326
sugriva,rama,1,Canto LVI. Sampáti.,BOOK IV.,-0.9421,326
lakshman,jatayus,1,Canto LVI. Sampáti.,BOOK IV.,0.0,326
lakshman,bali,1,Canto LVI. Sampáti.,BOOK IV.,0.0,326
jatayus,bali,3,Canto LVI. Sampáti.,BOOK IV.,0.6369,326
jatayus,rama,3,Canto LVI. Sampáti.,BOOK IV.,0.6369,326
bali,rama,1,Canto LVI. Sampáti.,BOOK IV.,0.1027,326
bali,sugriva,1,Canto LVII. Angad's Speech.,BOOK IV.,0.8957,327
sugriva,dasaratha,4,Canto LVII. Angad's Speech.,BOOK IV.,0.8957,327
rama,dasaratha,7,Canto LVII. Angad's Speech.,BOOK IV.,0.6124,327
rama,ravan,7,Canto LVII. Angad's Speech.,BOOK IV.,0.6124,327
sampati,angad,2,Canto LVIII. Tidings Of Sítá.,BOOK IV.,0.0,328
rama,vishnu,2,Canto LVIII. Tidings Of Sítá.,BOOK IV.,-0.0516,328
rama,asurs,3,Canto LVIII. Tidings Of Sítá.,BOOK IV.,-0.1933,328
vishnu,asurs,1,Canto LVIII. Tidings Of Sítá.,BOOK IV.,0.2023,328
lakshman,sampati,1,Canto LIX. Sampáti's Story.,BOOK IV.,0.7579,329
meru,vindhya,1,Canto LXI. Sampáti's Story.,BOOK IV.,0.5859,331
ikshvaku,rama,2,Canto LXII. Sampáti's Story.,BOOK IV.,0.8271,332
rama,lakshman,2,Canto LXII. Sampáti's Story.,BOOK IV.,0.379,332
indra,rama,1,Canto LXII. Sampáti's Story.,BOOK IV.,0.6124,332
indra,angad,1,Canto LXIV. The Sea.,BOOK IV.,0.0,334
angad,jambavan,2,Canto LXV. The Council.,BOOK IV.,0.4404,335
lanka,jambavan,1,Canto LXV. The Council.,BOOK IV.,-0.3818,335
rama,arishtanemi,1,Canto LXVI. Hanumán.,BOOK IV.,0.7783,336
brahma,wind-god,1,Canto LXVI. Hanumán.,BOOK IV.,-0.3818,336
lanka,jambavan,1,Canto LXVII. Hanumán's Speech.,BOOK IV.,0.2732,337
wind-god,mahendra,1,Canto LXVII. Hanumán's Speech.,BOOK IV.,0.8519,337
rama,ravan,7,Canto I. Hanumán's Leap.,BOOK V.,0.0,338
gandharvas,raghu,1,Canto I. Hanumán's Leap.,BOOK V.,0.8591,338
raghu,rama,2,Canto I. Hanumán's Leap.,BOOK V.,0.8625,338
hanuman,wind-god,2,Canto I. Hanumán's Leap.,BOOK V.,0.0,338
brahma,hanuman,3,Canto I. Hanumán's Leap.,BOOK V.,0.3182,338
brahma,rama,3,Canto I. Hanumán's Leap.,BOOK V.,0.3182,338
dandak,ravan,1,Canto I. Hanumán's Leap.,BOOK V.,0.5859,338
dandak,sita,1,Canto I. Hanumán's Leap.,BOOK V.,0.5859,338
dandak,rama,2,Canto I. Hanumán's Leap.,BOOK V.,0.5859,338
sita,rama,4,Canto I. Hanumán's Leap.,BOOK V.,0.5859,338
dasaratha,sita,1,Canto I. Hanumán's Leap.,BOOK V.,0.0,338
daksha,brahma,1,Canto I. Hanumán's Leap.,BOOK V.,0.7177,338
garud,gandharva,1,Canto I. Hanumán's Leap.,BOOK V.,0.5994,338
gandharva,indra,1,Canto I. Hanumán's Leap.,BOOK V.,0.7717,338
lamba,lanka,1,Canto I. Hanumán's Leap.,BOOK V.,0.743,338
indra,airavat,1,Canto X. Rávan Asleep.,BOOK V.,0.4767,346
indra,raghu,1,Canto XI. The Banquet Hall.,BOOK V.,0.5106,347
ravan,rama,1,Canto XII. The Search Renewed.,BOOK V.,-0.8462,348
angad,jambavan,1,Canto XII. The Search Renewed.,BOOK V.,0.8569,348
lakshman,bharat,1,Canto XIII. Despair And Hope.,BOOK V.,-0.6908,349
bharat,satrughna,1,Canto XIII. Despair And Hope.,BOOK V.,-0.9661,349
sita,rama,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.4019,352
sita,lakshman,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.4019,352
rama,lakshman,3,Canto XVI. Hanumán's Lament.,BOOK V.,0.3818,352
ganga,bali,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.0,352
ganga,viradha,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.0,352
bali,viradha,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.0,352
bali,janasthan,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.0,352
viradha,janasthan,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.0,352
viradha,ikshvaku,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.0,352
janasthan,ikshvaku,1,Canto XVI. Hanumán's Lament.,BOOK V.,-0.4939,352
mithila,dasaratha,1,Canto XVI. Hanumán's Lament.,BOOK V.,0.7003,352
asoka,indra,1,Canto XVIII. Rávan.,BOOK V.,0.7096,354
dasaratha,sita,1,Canto XXII. Rávan's Threat.,BOOK V.,-0.6124,358
pulastya,brahma,3,Canto XXIII. The Demons' Threats.,BOOK V.,0.2757,359
brahma,visravas,1,Canto XXIII. The Demons' Threats.,BOOK V.,0.8271,359
visravas,pulastya,1,Canto XXIII. The Demons' Threats.,BOOK V.,0.5848,359
ikshvaku,sita,1,Canto XXIV. Sítá's Reply.,BOOK V.,-0.7184,360
raghu,ravan,1,Canto XXIV. Sítá's Reply.,BOOK V.,0.0,360
rama,ravan,2,Canto XXVI. Sítá's Lament.,BOOK V.,-0.6083,362
ravan,lakshman,2,Canto XXVII. Trijatá's Dream.,BOOK V.,0.0,363
rama,raghu,3,Canto XXX. Hanumán's Deliberation.,BOOK V.,0.1179,364
janak,dasaratha,2,Canto XXXI. Hanumán's Speech.,BOOK V.,-0.1531,365
dasaratha,ikshvaku,1,Canto XXXI. Hanumán's Speech.,BOOK V.,0.8481,365
bali,sugriva,2,Canto XXXI. Hanumán's Speech.,BOOK V.,0.34,365
sugriva,sampati,1,Canto XXXI. Hanumán's Speech.,BOOK V.,0.0,365
janak,rama,2,Canto XXXIII. The Colloquy.,BOOK V.,0.7003,367
rama,sita,4,Canto XXXIII. The Colloquy.,BOOK V.,0.7003,367
sita,dasaratha,1,Canto XXXIII. The Colloquy.,BOOK V.,0.5789,367
sita,ikshvaku,1,Canto XXXIII. The Colloquy.,BOOK V.,0.5789,367
dasaratha,ikshvaku,1,Canto XXXIII. The Colloquy.,BOOK V.,0.34,367
dasaratha,rama,1,Canto XXXIII. The Colloquy.,BOOK V.,0.34,367
ikshvaku,rama,1,Canto XXXIII. The Colloquy.,BOOK V.,0.34,367
ikshvaku,dandak,1,Canto XXXIII. The Colloquy.,BOOK V.,0.34,367
dandak,sumitra,1,Canto XXXIII. The Colloquy.,BOOK V.,0.3818,367
dandak,ravan,1,Canto XXXIII. The Colloquy.,BOOK V.,0.3818,367
sumitra,ravan,1,Canto XXXIII. The Colloquy.,BOOK V.,0.1531,367
lanka,rama,1,Canto XXXIII. The Colloquy.,BOOK V.,-0.7003,367
ravan,rama,1,Canto XXXIV. Hanumán's Speech.,BOOK V.,-0.128,368
lakshman,sugriva,2,Canto XXXIV. Hanumán's Speech.,BOOK V.,0.0,368
raghu,rama,1,Canto XXXV. Hanumán's Speech.,BOOK V.,-0.8074,369
bali,sugriva,1,Canto XXXV. Hanumán's Speech.,BOOK V.,-0.7783,369
lakshman,rama,1,Canto XXXVI. Ráma's Ring.,BOOK V.,0.3094,370
bharat,sugriva,1,Canto XXXVI. Ráma's Ring.,BOOK V.,-0.5859,370
meru,mandar,1,Canto XXXVI. Ráma's Ring.,BOOK V.,0.0,370
prasravan,raghu,1,Canto XXXVII. Sítá's Speech.,BOOK V.,-0.3818,371
mandar,meru,1,Canto XXXVII. Sítá's Speech.,BOOK V.,-0.509,371
rama,chitrakuta,3,Canto XXXVIII. Sítá's Gem.,BOOK V.,0.5106,372
sita,hanuman,2,Canto XXXVIII. Sítá's Gem.,BOOK V.,0.5106,372
sita,rama,1,Canto XXXVIII. Sítá's Gem.,BOOK V.,0.5106,372
hanuman,rama,2,Canto XXXVIII. Sítá's Gem.,BOOK V.,0.5106,372
indra,kuvera,2,Canto XLII. The Giants Roused.,BOOK V.,0.0,374
indra,rama,2,Canto XLII. The Giants Roused.,BOOK V.,0.0,374
kuvera,rama,1,Canto XLII. The Giants Roused.,BOOK V.,-0.3612,374
dasaratha,rama,1,Canto XLII. The Giants Roused.,BOOK V.,0.5242,374
kosal,hanuman,1,Canto XLII. The Giants Roused.,BOOK V.,-0.0772,374
kosal,wind-god,1,Canto XLII. The Giants Roused.,BOOK V.,-0.0772,374
wind-god,ravan,1,Canto XLII. The Giants Roused.,BOOK V.,-0.7269,374
sugriva,lanka,1,Canto XLIII. The Ruin Of The Temple.,BOOK V.,0.5267,375
lanka,ravan,1,Canto XLIII. The Ruin Of The Temple.,BOOK V.,-0.3412,375
ravan,raghu,1,Canto XLIII. The Ruin Of The Temple.,BOOK V.,-0.3412,375
prahasta,ravan,2,Canto XLIV. Jambumáli's Death.,BOOK V.,0.9325,376
ravan,indra,2,Canto XLIV. Jambumáli's Death.,BOOK V.,0.8555,376
bali,sugriva,1,Canto XLVI. The Captains.,BOOK V.,-0.757,378
yupaksha,virupaksha,1,Canto XLVI. The Captains.,BOOK V.,-0.9001,378
hanuman,aksha,1,Canto XLVII. The Death Of Aksha.,BOOK V.,-0.1531,379
asurs,jambumali,1,Canto XLVIII. Hanumán Captured.,BOOK V.,0.0,380
indra,lanka,2,Canto L. Prahasta's Questions.,BOOK V.,0.7964,382
kuvera,vishnu,1,Canto L. Prahasta's Questions.,BOOK V.,0.0,382
lakshman,rama,1,Canto LI. Hanumán's Reply.,BOOK V.,-0.25,383
lanka,raghu,2,Canto LI. Hanumán's Reply.,BOOK V.,0.765,383
ravan,lanka,1,Canto LI. Hanumán's Reply.,BOOK V.,0.0,383
ravan,vibhishan,1,Canto LII. Vibhishan's Speech.,BOOK V.,-0.5994,384
rama,raghu,1,Canto LV. Fear For Sítá.,BOOK V.,0.3818,387
hanuman,wind-god,1,Canto LV. Fear For Sítá.,BOOK V.,-0.765,387
hanuman,lanka,1,Canto LV. Fear For Sítá.,BOOK V.,-0.765,387
wind-god,lanka,1,Canto LV. Fear For Sítá.,BOOK V.,-0.765,387
jambavan,wind-god,2,Canto LVII. Hanumán's Return.,BOOK V.,0.8442,389
hanuman,jambavan,1,Canto LVII. Hanumán's Return.,BOOK V.,0.1027,389
hanuman,angad,1,Canto LVII. Hanumán's Return.,BOOK V.,0.1027,389
dadhimukh,sugriva,4,Canto LVIII. The Feast Of Honey.,BOOK V.,0.8402,390
dadhimukh,angad,4,Canto LVIII. The Feast Of Honey.,BOOK V.,0.8402,390
sugriva,angad,3,Canto LVIII. The Feast Of Honey.,BOOK V.,0.0,390
prasravan,raghu,1,Canto LXV. The Tidings.,BOOK V.,0.0,391
raghu,angad,1,Canto LXV. The Tidings.,BOOK V.,0.0,391
angad,hanuman,1,Canto LXV. The Tidings.,BOOK V.,0.7184,391
hanuman,rama,1,Canto LXV. The Tidings.,BOOK V.,0.8074,391
rama,sita,2,Canto LXV. The Tidings.,BOOK V.,0.6249,391
sita,janak,2,Canto LXVI. Ráma's Speech.,BOOK V.,0.7269,392
raghu,hanuman,2,Canto I. Ráma's Speech.,BOOK VI.,0.8807,393
ravan,wind-god,1,Canto I. Ráma's Speech.,BOOK VI.,0.4404,393
wind-god,lakshman,1,Canto I. Ráma's Speech.,BOOK VI.,-0.3182,393
wind-god,raghu,1,Canto I. Ráma's Speech.,BOOK VI.,-0.3182,393
lakshman,raghu,1,Canto I. Ráma's Speech.,BOOK VI.,0.743,393
dwivid,panas,1,Canto III. Lanká.,BOOK VI.,0.5574,395
dwivid,nila,1,Canto III. Lanká.,BOOK VI.,0.5574,395
dwivid,nala,1,Canto III. Lanká.,BOOK VI.,0.5574,395
dwivid,jambavan,1,Canto III. Lanká.,BOOK VI.,0.5574,395
panas,nila,1,Canto III. Lanká.,BOOK VI.,0.7717,395
panas,nala,1,Canto III. Lanká.,BOOK VI.,0.7717,395
panas,jambavan,1,Canto III. Lanká.,BOOK VI.,0.7717,395
nila,nala,1,Canto III. Lanká.,BOOK VI.,0.8519,395
nila,jambavan,1,Canto III. Lanká.,BOOK VI.,0.8519,395
nala,jambavan,1,Canto III. Lanká.,BOOK VI.,0.8519,395
nala,lanka,1,Canto III. Lanká.,BOOK VI.,0.8519,395
jambavan,lanka,1,Canto III. Lanká.,BOOK VI.,0.8519,395
hanuman,angad,1,Canto IV. The March.,BOOK VI.,0.6597,396
angad,lakshman,2,Canto IV. The March.,BOOK VI.,0.8074,396
angad,sushen,2,Canto IV. The March.,BOOK VI.,0.8074,396
lakshman,sushen,2,Canto IV. The March.,BOOK VI.,0.8074,396
sushen,vegadarsi,1,Canto IV. The March.,BOOK VI.,0.0,396
sushen,jambavan,1,Canto IV. The March.,BOOK VI.,0.0,396
vegadarsi,jambavan,1,Canto IV. The March.,BOOK VI.,0.0,396
rama,sugriva,4,Canto IV. The March.,BOOK VI.,0.6249,396
mahendra,rama,1,Canto IV. The March.,BOOK VI.,0.0,396
dasaratha,malaya,2,Canto IV. The March.,BOOK VI.,0.1027,396
dasaratha,sahya,2,Canto IV. The March.,BOOK VI.,0.1027,396
malaya,sahya,1,Canto IV. The March.,BOOK VI.,0.1027,396
nila,mainda,1,Canto V. Ráma's Lament.,BOOK VI.,0.6486,397
nila,dwivid,1,Canto V. Ráma's Lament.,BOOK VI.,0.6486,397
mainda,dwivid,1,Canto V. Ráma's Lament.,BOOK VI.,0.3818,397
mainda,rama,1,Canto V. Ráma's Lament.,BOOK VI.,0.3818,397
mainda,lakshman,1,Canto V. Ráma's Lament.,BOOK VI.,0.3818,397
dwivid,rama,1,Canto V. Ráma's Lament.,BOOK VI.,-0.2023,397
dwivid,lakshman,1,Canto V. Ráma's Lament.,BOOK VI.,-0.2023,397
rama,lakshman,1,Canto V. Ráma's Lament.,BOOK VI.,-0.3818,397
hanuman,wind-god,1,Canto VI. Rávan's Speech.,BOOK VI.,-0.8591,398
kailasa,yaksha,1,Canto VII. Rávan Encouraged.,BOOK VI.,0.6249,399
kailasa,siva,1,Canto VII. Rávan Encouraged.,BOOK VI.,0.6249,399
yaksha,siva,1,Canto VII. Rávan Encouraged.,BOOK VI.,0.6249,399
kuvera,maya,1,Canto VII. Rávan Encouraged.,BOOK VI.,0.4404,399
maya,danav,1,Canto VII. Rávan Encouraged.,BOOK VI.,0.3182,399
danav,sankha,1,Canto VII. Rávan Encouraged.,BOOK VI.,0.3182,399
vajradanshtra,hanuman,1,Canto VIII. Prahasta's Speech.,BOOK VI.,-0.8419,400
raghu,bharat,3,Canto VIII. Prahasta's Speech.,BOOK VI.,0.0,400
nikumbha,raghu,1,Canto VIII. Prahasta's Speech.,BOOK VI.,0.0,400
sugriva,raghu,1,Canto IX. Vibhishan's Counsel.,BOOK VI.,-0.128,401
sugriva,hanuman,1,Canto IX. Vibhishan's Counsel.,BOOK VI.,-0.128,401
raghu,hanuman,3,Canto IX. Vibhishan's Counsel.,BOOK VI.,-0.0644,401
hanuman,vibhishan,2,Canto IX. Vibhishan's Counsel.,BOOK VI.,-0.4767,401
rama,raghu,2,Canto IX. Vibhishan's Counsel.,BOOK VI.,-0.7783,401
lanka,janak,1,Canto IX. Vibhishan's Counsel.,BOOK VI.,0.5106,401
ravan,rama,1,Canto X. Vibhishan's Counsel.,BOOK VI.,0.2942,402
rama,videha,4,Canto XII. Rávan's Speech.,BOOK VI.,0.6369,404
sugriva,dasaratha,1,Canto XII. Rávan's Speech.,BOOK VI.,-0.4767,404
dasaratha,sita,1,Canto XII. Rávan's Speech.,BOOK VI.,-0.4588,404
videhan,sita,1,Canto XIII. Rávan's Speech.,BOOK VI.,0.2023,405
kumbhakarna,indrajit,1,Canto XIII. Rávan's Speech.,BOOK VI.,-0.6571,405
vibhishan,sita,2,Canto XIV. Vibhishan's Speech.,BOOK VI.,-0.2263,406
kumbhakarna,rama,1,Canto XIV. Vibhishan's Speech.,BOOK VI.,-0.3022,406
indra,yama,1,Canto XIV. Vibhishan's Speech.,BOOK VI.,-0.2023,406
raghu,vibhishan,5,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.4404,409
meru,indra,1,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.872,409
indra,sugriva,1,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.7184,409
janasthan,janak,1,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.0,409
ravan,raghu,3,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.0,409
rama,hanuman,2,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.3818,409
hanuman,sugriva,2,Canto XVII. Vibhishan's Flight.,BOOK VI.,0.0,409
bali,sugriva,1,Canto XVII. Vibhishan's Flight.,BOOK VI.,-0.25,409
ravan,rama,1,Canto XVIII. Ráma's Speech.,BOOK VI.,-0.296,410
ravan,vibhishan,1,Canto XVIII. Ráma's Speech.,BOOK VI.,-0.296,410
raghu,vibhishan,3,Canto XIX. Vibhishan's Counsel.,BOOK VI.,0.0,411
raghu,rama,3,Canto XIX. Vibhishan's Counsel.,BOOK VI.,0.0,411
vibhishan,rama,3,Canto XIX. Vibhishan's Counsel.,BOOK VI.,-0.3818,411
rama,ravan,5,Canto XIX. Vibhishan's Counsel.,BOOK VI.,-0.6808,411
dasaratha,rama,1,Canto XX. The Spies.,BOOK VI.,-0.481,412
dasaratha,lakshman,1,Canto XX. The Spies.,BOOK VI.,-0.481,412
rama,lakshman,5,Canto XX. The Spies.,BOOK VI.,-0.6399,412
vulture-king,raghu,1,Canto XX. The Spies.,BOOK VI.,-0.1901,412
raghu,lakshman,2,Canto XXI. Ocean Threatened.,BOOK VI.,0.5423,413
sugriva,hanuman,1,Canto XXII. Ocean Threatened.,BOOK VI.,0.0258,414
sugriva,angad,1,Canto XXII. Ocean Threatened.,BOOK VI.,0.0258,414
sugriva,lakshman,1,Canto XXII. Ocean Threatened.,BOOK VI.,0.0258,414
hanuman,angad,1,Canto XXII. Ocean Threatened.,BOOK VI.,0.4019,414
hanuman,lakshman,1,Canto XXII. Ocean Threatened.,BOOK VI.,0.4019,414
angad,lakshman,1,Canto XXII. Ocean Threatened.,BOOK VI.,0.4019,414
lanka,sita,6,Canto XXIV. The Spy's Return.,BOOK VI.,0.44039999999999996,415
sita,rohini,1,Canto XXIV. The Spy's Return.,BOOK VI.,-0.0772,415
visvakarma,lanka,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.872,415
angad,nila,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.0,415
angad,rishabh,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.0,415
nila,rishabh,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.0,415
lakshman,jambavan,1,Canto XXIV. The Spy's Return.,BOOK VI.,-0.1531,415
lakshman,sushen,1,Canto XXIV. The Spy's Return.,BOOK VI.,-0.1531,415
jambavan,sushen,1,Canto XXIV. The Spy's Return.,BOOK VI.,-0.1531,415
jambavan,rama,1,Canto XXIV. The Spy's Return.,BOOK VI.,-0.1531,415
sushen,rama,1,Canto XXIV. The Spy's Return.,BOOK VI.,-0.4939,415
sugriva,ravan,2,Canto XXIV. The Spy's Return.,BOOK VI.,0.25,415
viradha,kabandha,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.0,415
viradha,lanka,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.0,415
kabandha,lanka,1,Canto XXIV. The Spy's Return.,BOOK VI.,0.0,415
suka,saran,2,Canto XXV. Rávan's Spies.,BOOK VI.,-0.3818,416
suka,dasaratha,2,Canto XXV. Rávan's Spies.,BOOK VI.,-0.3818,416
saran,dasaratha,2,Canto XXV. Rávan's Spies.,BOOK VI.,-0.3818,416
lanka,ravan,4,Canto XXV. Rávan's Spies.,BOOK VI.,0.0,416
lanka,vibhishan,4,Canto XXV. Rávan's Spies.,BOOK VI.,0.0,416
lanka,rama,4,Canto XXV. Rávan's Spies.,BOOK VI.,0.0,416
ravan,vibhishan,4,Canto XXV. Rávan's Spies.,BOOK VI.,-0.1027,416
ravan,rama,4,Canto XXV. Rávan's Spies.,BOOK VI.,-0.1027,416
ikshvaku,ravan,2,Canto XXV. Rávan's Spies.,BOOK VI.,0.3182,416
danav,ikshvaku,1,Canto XXV. Rávan's Spies.,BOOK VI.,-0.296,416
lakshman,sugriva,1,Canto XXV. Rávan's Spies.,BOOK VI.,0.3182,416
sugriva,lanka,2,Canto XXV. Rávan's Spies.,BOOK VI.,0.3182,416
sugriva,rama,2,Canto XXV. Rávan's Spies.,BOOK VI.,0.3182,416
sugriva,lanka,3,Canto XXVI. The Vánar Chiefs.,BOOK VI.,0.45879999999999993,417
bali,rama,1,Canto XXVI. The Vánar Chiefs.,BOOK VI.,0.3612,417
bali,varun,1,Canto XXVI. The Vánar Chiefs.,BOOK VI.,0.3612,417
bali,sakra,1,Canto XXVI. The Vánar Chiefs.,BOOK VI.,0.3612,417
rama,varun,1,Canto XXVI. The Vánar Chiefs.,BOOK VI.,0.3612,417
rama,sakra,1,Canto XXVI. The Vánar Chiefs.,BOOK VI.,0.3612,417
