Source,Target,Weight,Book,vader
asvins,mandar,1,4,0.0516
asvins,sumantra,1,4,0.0516
asvins,rama,1,4,0.0516
asvins,lakshman,1,4,0.0516
asvins,sita,1,4,0.0516
mandar,sumantra,1,4,0.0
mandar,rama,2,4,0.0
mandar,lakshman,1,4,0.0
mandar,sita,1,4,0.0
ganga,prayag,1,4,0.0
prayag,lakshman,1,4,-0.296
guha,rama,2,4,0.80465
lakshman,dandak,2,4,0.0258
dandak,yama,1,4,-0.6124
kaikeyi,sumantra,1,4,0.5542
sita,videhan,10,4,0.6171999999999999
mahendra,lakshman,1,4,0.3939
soma,raghu,1,4,0.128
rama,dasaratha,3,4,0.44040000000000007
lakshman,dasaratha,1,4,0.7506
lakshman,indra,1,4,0.7506
dasaratha,sarju,2,4,-0.802
dhundhumar,nahush,1,4,0.8316
dhundhumar,dilipa,1,4,0.8316
dhundhumar,sagar,1,4,0.8316
dhundhumar,saivya,1,4,0.8316
nahush,dilipa,2,4,0.4158
nahush,sagar,1,4,0.8316
nahush,saivya,1,4,0.8316
dilipa,sagar,1,4,0.6705
dilipa,saivya,1,4,0.6705
sagar,saivya,1,4,0.6705
kausalya,kaikeyi,11,4,-0.6853363636363636
sumitra,kaikeyi,8,4,-0.7736124999999999
kaikeyi,dasaratha,1,4,-0.9459
raghu,kaikeyi,2,4,0.0
javali,gautam,1,4,0.7964
javali,katyayan,1,4,0.7964
javali,markandeya,1,4,0.7964
javali,vamadeva,1,4,0.7964
javali,mudgalya,1,4,0.7964
gautam,katyayan,1,4,0.6369
gautam,markandeya,1,4,0.6369
gautam,vamadeva,1,4,0.6369
gautam,mudgalya,1,4,0.6369
gautam,kasyap,1,4,0.6369
katyayan,markandeya,1,4,0.6369
katyayan,vamadeva,1,4,0.6369
katyayan,mudgalya,1,4,0.6369
katyayan,kasyap,1,4,0.6369
markandeya,vamadeva,1,4,0.6369
markandeya,mudgalya,1,4,0.6369
markandeya,kasyap,1,4,0.6369
vamadeva,mudgalya,1,4,0.6369
vamadeva,kasyap,1,4,0.6369
mudgalya,kasyap,1,4,0.0
kasyap,vasishtha,1,4,0.6369
rama,satrughna,1,4,0.7964
bharat,kekaya,1,4,-0.34
bharat,rajagriha,4,4,0.59165
satrughna,kekaya,1,4,-0.0258
satrughna,rajagriha,1,4,-0.0258
kekaya,rajagriha,1,4,0.1531
kekaya,ikshvaku,1,4,0.1531
rajagriha,ikshvaku,1,4,-0.8591
rajagriha,satrughna,2,4,0.6808
asok,siddharth,1,4,0.0
asok,jayanta,1,4,0.0
asok,vijay,1,4,0.0
siddharth,jayanta,1,4,0.0
siddharth,vijay,1,4,0.0
jayanta,vijay,1,4,0.0
vijay,rajagriha,1,4,0.0
kekaya,vasishtha,1,4,0.4939
pralamba,apartala,1,4,0.4404
pralamba,malini,1,4,0.4404
pralamba,ganga,1,4,0.4404
apartala,malini,1,4,0.4404
apartala,ganga,1,4,0.4404
apartala,hastinapura,1,4,0.4404
malini,ganga,1,4,0.4404
malini,hastinapura,1,4,0.4404
malini,panchala,1,4,0.4404
malini,kurujangal,1,4,0.4404
ganga,hastinapura,1,4,0.0
ganga,panchala,1,4,0.0
ganga,kurujangal,1,4,0.0
hastinapura,panchala,1,4,0.0
hastinapura,kurujangal,1,4,0.0
panchala,kurujangal,1,4,0.0
kulinga,abhikala,1,4,0.0
kulinga,ikshumati,1,4,0.0
abhikala,ikshumati,1,4,0.4939
ikshumati,bahika,1,4,0.4939
bahika,sudaman,1,4,0.1027
bahika,vishnu,1,4,0.1027
bahika,vipasa,1,4,0.1027
bahika,salmali,1,4,0.1027
sudaman,vishnu,1,4,0.0
sudaman,vipasa,1,4,0.0
sudaman,salmali,1,4,0.0
vishnu,vipasa,1,4,0.0
vishnu,salmali,1,4,0.0
vipasa,salmali,1,4,0.0
lakshman,kausalya,6,4,0.46433333333333343
sumitra,satrughna,1,4,0.6412
kekaya,kaikeyi,1,4,0.6369
kekaya,asvapati,1,4,0.6369
kekaya,bharat,1,4,0.6369
kaikeyi,asvapati,1,4,0.6369
asvapati,indrasira,1,4,0.743
indrasira,airavat,1,4,0.8834
bharat,sudama,4,4,0.6808
bharat,hladini,4,4,0.6808
sudama,hladini,1,4,0.5859
sudama,ikshvaku,1,4,0.5859
hladini,ikshvaku,1,4,0.5106
hladini,satadru,1,4,0.5106
hladini,ailadhana,1,4,0.5106
ikshvaku,satadru,2,4,0.5719
ikshvaku,ailadhana,2,4,0.5719
ikshvaku,aparparyat,2,4,0.5719
ikshvaku,sila,2,4,0.5719
ikshvaku,akurvati,2,4,0.5719
satadru,ailadhana,1,4,0.7184
satadru,aparparyat,1,4,0.7184
satadru,sila,1,4,0.7184
satadru,akurvati,1,4,0.7184
ailadhana,aparparyat,1,4,0.3182
ailadhana,sila,1,4,0.3182
ailadhana,akurvati,1,4,0.3182
ailadhana,agneya,1,4,0.3182
aparparyat,sila,1,4,0.4767
aparparyat,akurvati,1,4,0.4767
aparparyat,agneya,1,4,0.4767
aparparyat,salyakartan,1,4,0.4767
aparparyat,silavaha,1,4,0.4767
sila,akurvati,1,4,0.7096
sila,agneya,1,4,0.7096
sila,salyakartan,1,4,0.7096
sila,silavaha,1,4,0.7096
akurvati,agneya,1,4,0.7096
akurvati,salyakartan,1,4,0.7096
akurvati,silavaha,1,4,0.7096
agneya,salyakartan,1,4,0.5574
agneya,silavaha,1,4,0.5574
salyakartan,silavaha,1,4,0.5574
salyakartan,chaitraratha,1,4,0.5574
silavaha,chaitraratha,1,4,0.6124
chaitraratha,sarasvati,1,4,0.1027
chaitraratha,ganga,1,4,0.1027
chaitraratha,bharunda,1,4,0.1027
chaitraratha,viramatsya,1,4,0.1027
chaitraratha,kalinda,1,4,0.1027
sarasvati,ganga,1,4,0.5859
sarasvati,bharunda,1,4,0.5859
sarasvati,viramatsya,1,4,0.5859
sarasvati,kalinda,1,4,0.5859
ganga,bharunda,2,4,0.6369
ganga,viramatsya,2,4,0.6369
ganga,kalinda,2,4,0.6369
bharunda,viramatsya,1,4,0.6369
bharunda,kalinda,1,4,0.6369
bharunda,yamuna,1,4,0.6369
viramatsya,kalinda,1,4,0.6369
viramatsya,yamuna,1,4,0.6369
kalinda,yamuna,1,4,0.6369
ansudhana,ganga,1,4,0.7717
ansudhana,pragvat,1,4,0.7717
pragvat,kutikoshtika,1,4,0.7964
pragvat,dharmavardhan,1,4,0.7964
kutikoshtika,dharmavardhan,1,4,0.0
kutikoshtika,toran,1,4,0.0
kutikoshtika,jambuprastha,1,4,0.0
dharmavardhan,toran,1,4,0.6808
dharmavardhan,jambuprastha,1,4,0.6808
dharmavardhan,varutha,1,4,0.6808
toran,jambuprastha,1,4,0.6808
toran,varutha,1,4,0.6808
jambuprastha,varutha,1,4,0.6808
varutha,ujjihana,1,4,0.4939
uttanika,hastiprishthak,1,4,0.3182
uttanika,kutika,1,4,0.3182
hastiprishthak,kutika,1,4,0.4767
hastiprishthak,lohitya,1,4,0.4767
hastiprishthak,kapivati,1,4,0.4767
hastiprishthak,ekasala,1,4,0.4767
hastiprishthak,sthanumati,1,4,0.4767
kutika,lohitya,1,4,0.4767
kutika,kapivati,1,4,0.4767
kutika,ekasala,1,4,0.4767
kutika,sthanumati,1,4,0.4767
kutika,gomati,1,4,0.4767
lohitya,kapivati,1,4,0.4767
lohitya,ekasala,1,4,0.4767
lohitya,sthanumati,1,4,0.4767
lohitya,gomati,1,4,0.4767
lohitya,vinata,1,4,0.4767
kapivati,ekasala,1,4,0.7269
kapivati,sthanumati,1,4,0.7269
kapivati,gomati,1,4,0.7269
kapivati,vinata,1,4,0.7269
kapivati,kalinga,1,4,0.7269
ekasala,sthanumati,1,4,0.7269
ekasala,gomati,1,4,0.7269
ekasala,vinata,1,4,0.7269
ekasala,kalinga,1,4,0.7269
sthanumati,gomati,1,4,0.8442
sthanumati,vinata,1,4,0.8442
sthanumati,kalinga,1,4,0.8442
gomati,vinata,1,4,0.8442
gomati,kalinga,1,4,0.8442
vinata,kalinga,1,4,0.7783
kalinga,bharat,1,4,0.7717
ayodhya,manu,3,4,0.4939
dasaratha,satrughna,1,4,0.5719
sita,kausalya,1,4,-0.3818
bharat,kausalya,6,4,-0.3818
bharat,sumitra,6,4,-0.3818
vasishtha,bharat,18,4,0.2334388888888889
sarju,bharat,1,4,0.3182
yayati,satrughna,1,4,-0.8779
manthara,kaikeyi,1,4,0.2732
ayodhya,ikshvaku,1,4,-0.6808
sumantra,satrughna,4,4,0.18005000000000002
kaikeyi,satrughna,5,4,0.5859
satrughna,kaikeyi,3,4,-0.3105666666666667
yudhajit,sumantra,1,4,0.7506
indra,bharat,3,4,0.4594666666666667
indra,dasaratha,1,4,0.8176
kerala,vasishtha,1,4,-0.7184
kerala,bharat,1,4,-0.7184
nahush,dasaratha,1,4,0.0
dilipa,dasaratha,1,4,0.0
dilipa,rama,1,4,0.0
raghu,sumitra,1,4,0.9485
raghu,kausalya,1,4,0.9485
kaikeyi,sumitra,1,4,0.9485
kaikeyi,kausalya,1,4,0.9485
sumitra,kausalya,3,4,-0.21766666666666667
ganga,sringavera,5,4,0.68152
ganga,guha,5,4,0.7696
ganga,rama,4,4,0.8519
sringavera,guha,1,4,0.9702
sringavera,rama,2,4,0.73205
guha,bharat,7,4,0.4095857142857143
guha,ganga,2,4,0.2263
nishadas,bharat,4,4,0.743
lakshman,sumantra,1,4,0.3182
sumantra,guha,1,4,0.2023
bharadvaja,ganga,1,4,0.7184
bharadvaja,guha,1,4,0.7184
guha,lakshman,2,4,0.2732
sita,guha,2,4,0.5574
satrughna,lakshman,1,4,0.296
satrughna,ayodhya,1,4,0.296
raghu,ganga,1,4,0.5267
raghu,satrughna,2,4,0.5267
ganga,satrughna,4,4,0.5267
sringavera,satrughna,1,4,0.4939
vasishtha,bharadvaja,16,4,0.0193
bharat,bharadvaja,14,4,0.3973714285714286
haha,huhu,1,4,0.9493
haha,visvavasu,1,4,0.9493
haha,apsarases,1,4,0.9493
haha,alambusha,1,4,0.9493
huhu,visvavasu,1,4,0.9485
huhu,apsarases,1,4,0.9485
huhu,alambusha,1,4,0.9485
visvavasu,apsarases,1,4,0.9274
visvavasu,alambusha,1,4,0.9274
visvavasu,ghritachi,1,4,0.9274
apsarases,alambusha,2,4,0.9413
apsarases,ghritachi,2,4,0.9413
apsarases,visvachi,2,4,0.9413
apsarases,hema,2,4,0.9413
apsarases,bhima,2,4,0.9413
apsarases,nagadanta,2,4,0.9413
alambusha,ghritachi,2,4,0.9413
alambusha,visvachi,2,4,0.9413
alambusha,hema,2,4,0.9413
alambusha,bhima,2,4,0.9413
alambusha,nagadanta,2,4,0.9413
ghritachi,visvachi,1,4,0.8442
ghritachi,hema,1,4,0.8442
ghritachi,bhima,1,4,0.8442
ghritachi,nagadanta,1,4,0.8442
ghritachi,indra,1,4,0.8442
visvachi,hema,1,4,0.9062
visvachi,bhima,1,4,0.9062
visvachi,nagadanta,1,4,0.9062
visvachi,indra,1,4,0.9062
visvachi,brahma,1,4,0.9062
hema,bhima,1,4,0.875
hema,nagadanta,1,4,0.875
hema,indra,1,4,0.875
hema,brahma,1,4,0.875
bhima,nagadanta,1,4,0.875
bhima,indra,1,4,0.875
bhima,brahma,1,4,0.875
nagadanta,indra,1,4,0.4939
nagadanta,brahma,1,4,0.4939
nagadanta,tumburu,1,4,0.4939
brahma,tumburu,1,4,0.4588
brahma,kuvera,1,4,0.4588
tumburu,kuvera,2,4,-0.4588
kuvera,soma,2,4,0.2023
malaya,dardar,1,4,0.25
vasishtha,raghu,1,4,0.8934
nandan,tumburu,2,4,0.926
nandan,narad,2,4,0.926
nandan,gopa,2,4,0.926
nandan,sutanu,2,4,0.926
nandan,gandharva,2,4,0.926
narad,gopa,1,4,0.6808
narad,sutanu,1,4,0.6808
narad,gandharva,1,4,0.6808
narad,bharat,1,4,0.6808
gopa,sutanu,1,4,0.7506
gopa,gandharva,1,4,0.7506
gopa,bharat,1,4,0.7506
sutanu,gandharva,1,4,0.7506
sutanu,bharat,1,4,0.7506
sutanu,alambusha,1,4,0.7506
gandharva,bharat,1,4,0.5719
gandharva,alambusha,1,4,0.5719
gandharva,misrakesi,1,4,0.5719
gandharva,ramana,1,4,0.5719
misrakesi,ramana,1,4,0.7351
ramana,chaitraratha,1,4,0.4588
chitrakuta,mandakini,4,4,0.528925
aditi,vishnu,1,4,-0.5106
aditi,kausalya,1,4,-0.5106
aditi,rama,1,4,-0.5106
vishnu,kausalya,1,4,0.1132
vishnu,rama,1,4,0.1132
dhrishti,sumantra,1,4,-0.4939
dhrishti,bharat,1,4,-0.4939
sumantra,bharat,3,4,-0.3313
raghu,videhan,1,4,0.9169
videhan,swarga,1,4,0.9308
videhan,sachi,1,4,0.9308
swarga,sachi,1,4,0.9493
swarga,chitrakuta,1,4,0.9493
sachi,chitrakuta,1,4,0.93
vasvaukasara,nalini,1,4,0.9381
vasvaukasara,chitrakuta,1,4,0.9381
nalini,chitrakuta,1,4,0.9381
rama,ayodhya,1,4,0.743
ayodhya,videha,2,4,0.8779
videha,mandakini,1,4,0.9612
sarju,lakshman,1,4,0.9371
raghu,chitrakuta,1,4,0.5719
rama,janak,22,4,0.6907999999999999
siva,uma,1,4,0.875
indra,satrughna,1,4,-0.0516
nandan,rama,1,4,0.7964
bharat,vasishtha,6,4,0.5574
satrughna,vasishtha,6,4,0.4867333333333333
vasishtha,sumantra,1,4,0.6908
raghu,bharat,4,4,0.907
sita,dasaratha,2,4,-0.3818
brahma,bharat,1,4,0.7717
guha,vrihaspati,1,4,0.886
guha,sukra,1,4,0.886
vrihaspati,sukra,1,4,0.9413
ayodhya,dasaratha,1,4,0.4404
dandak,dasaratha,1,4,0.8689
ayodhya,raghu,1,4,0.8176
indra,daitya,1,4,-0.6808
janak,dasaratha,1,4,-0.8381
mahendra,raghu,1,4,0.8381
vasishtha,ayodhya,1,4,0.5859
vasishtha,indra,1,4,0.5859
ayodhya,indra,2,4,0.3612
ayodhya,satrughna,2,4,0.6908
satrughna,dandak,2,4,0.5043
rama,javali,3,4,0.11836666666666666
javali,raghu,1,4,-0.5726
javali,rama,3,4,0.9686
vasishtha,javali,3,4,0.35213333333333335
marichi,kasyap,3,4,0.44040000000000007
marichi,vivasvat,2,4,0.4404
marichi,manu,4,4,0.4404
kasyap,vivasvat,1,4,0.4404
kasyap,manu,2,4,0.4404
kasyap,ikshvaku,1,4,0.4404
vivasvat,manu,2,4,0.8481
vivasvat,ikshvaku,1,4,0.8481
vivasvat,ayodhya,1,4,0.8481
manu,ayodhya,2,4,0.891
ikshvaku,kukshi,2,4,0.9413
ayodhya,kukshi,2,4,0.8591
kukshi,vikukshi,2,4,0.872
kukshi,vana,2,4,0.872
vikukshi,vana,1,4,0.7922
vikukshi,anaranya,1,4,0.7922
vana,anaranya,1,4,0.7922
prithu,trisanku,1,4,0.93
yuvanasva,mandhata,1,4,0.8126
yuvanasva,susandhi,1,4,0.8126
mandhata,susandhi,1,4,0.8402
mandhata,dhruvasandhi,1,4,0.8402
susandhi,dhruvasandhi,2,4,0.9509
susandhi,bharat,1,4,0.9509
dhruvasandhi,bharat,3,4,0.7096
dhruvasandhi,asit,2,4,0.7096
bharat,asit,1,4,0.7096
bharat,haihayas,1,4,0.7096
bharat,talajanghas,1,4,0.7096
asit,haihayas,1,4,-0.7184
asit,talajanghas,1,4,-0.7184
asit,sasivindhus,1,4,-0.7184
haihayas,talajanghas,1,4,-0.6124
haihayas,sasivindhus,1,4,-0.6124
talajanghas,sasivindhus,1,4,-0.6124
chyavan,bhrigu,1,4,0.6369
chyavan,himalaya,1,4,0.6369
bhrigu,himalaya,1,4,0.6369
asamanj,sagar,2,4,-0.9528
ansuman,dilipa,2,4,0.0
ansuman,bhagirath,2,4,0.0
dilipa,bhagirath,1,4,0.0
bhagirath,raghu,1,4,0.0
raghu,purushadak,2,4,0.6369
raghu,kalmashapada,2,4,0.6369
raghu,sankhan,2,4,0.6369
purushadak,kalmashapada,1,4,-0.296
purushadak,sankhan,1,4,-0.296
kalmashapada,sankhan,1,4,-0.5719
sankhan,sudarsan,1,4,-0.0644
sudarsan,agnivarna,2,4,0.8316
sudarsan,sighraga,2,4,0.8316
sudarsan,maru,2,4,0.8316
agnivarna,sighraga,1,4,0.3818
agnivarna,maru,2,4,0.3818
agnivarna,ambarisha,1,4,0.3818
sighraga,maru,2,4,0.4404
sighraga,ambarisha,2,4,0.4404
sighraga,nahush,1,4,0.4404
maru,ambarisha,4,4,0.7845
maru,nahush,2,4,0.7845
ambarisha,nahush,3,4,0.88
ambarisha,nabhag,2,4,0.8689
nahush,nabhag,1,4,0.9022
nabhag,aja,4,4,0.8481
nabhag,dasaratha,2,4,0.8481
aja,dasaratha,2,4,0.7964
dasaratha,bharat,1,4,0.4767
dasaratha,sumantra,1,4,0.4767
ten-necked,bharat,1,4,0.9313
satrughna,ikshvaku,1,4,0.7027
satrughna,sita,1,4,0.7027
satrughna,vamadeva,1,4,0.0
satrughna,javali,1,4,0.0
vamadeva,javali,1,4,0.5859
chitrakuta,bharat,1,4,0.0258
chitrakuta,bharadvaja,1,4,0.0258
raghu,vasishtha,1,4,-0.0258
sringavera,ayodhya,1,4,-0.7096
rohini,rahu,1,4,-0.3182
bharat,sumantra,5,4,0.74372
ravan,khara,1,4,-0.7906
ravan,janasthan,1,4,-0.7906
khara,janasthan,2,4,-0.7906
lakshman,atri,2,4,0.8176
sita,anasuya,4,4,0.7351
rohini,sita,1,4,0.9186
anasuya,sita,4,4,0.7778499999999999
lakshmi,vishnu,1,4,0.9081
lakshmi,sita,1,4,0.9081
vishnu,sita,1,4,0.8555
varun,daksha,1,4,0.8442
visvamitra,raghu,1,4,0.6705
visvamitra,lakshman,1,4,0.6705
ayodhya,urmila,1,4,0.7717
urmila,raghu,1,4,0.5413
urmila,lakshman,1,4,0.5413
rama,dandak,10,4,0.10740000000000001
brahma,raghu,1,4,0.8588
sita,rama,11,4,0.6723727272727273
sita,soma,4,4,0.8500000000000001
sita,lakshman,24,4,0.7037333333333334
soma,lakshman,1,4,0.7579
lakshman,rama,12,4,0.3459166666666666
janak,rama,6,4,0.16658333333333333
rama,viradha,14,4,0.7565285714285714
rama,sita,35,4,0.6094171428571429
kaikeyi,bharat,2,4,0.6960999999999999
dandak,rama,5,4,0.5490200000000001
dandak,viradha,1,4,0.8316
dandak,raghu,1,4,0.8316
rama,raghu,38,4,0.9043763157894735
raghu,satahrada,1,4,0.2732
satahrada,viradha,1,4,0.0
indra,viradha,1,4,-0.5994
lakshman,viradha,1,4,0.4404
lakshman,sumitra,1,4,0.4404
rama,lakshman,64,4,0.43213437499999996
tumburu,kuvera,1,4,0.0
sarabhanga,rama,7,4,0.4254285714285714
viradha,rama,2,4,-0.5719
indra,rama,12,4,-0.2680666666666666
indra,lakshman,6,4,0.2680666666666667
videhan,sarabhanga,1,4,0.7042
sachi,raghu,1,4,-0.0516
sachi,rama,1,4,-0.0516
raghu,rama,8,4,0.11917500000000002
rama,vaikhanasas,3,4,0.9349
rama,balakhilyas,3,4,0.9349
rama,samprakshalas,3,4,0.9349
vaikhanasas,balakhilyas,3,4,0.7963999999999999
vaikhanasas,samprakshalas,1,4,0.7964
balakhilyas,samprakshalas,1,4,0.4404
ikshvaku,indra,1,4,0.5423
raghu,brahma,2,4,0.8555
chitrakuta,mandakini,1,4,-0.7269
chitrakuta,pampa,1,4,-0.7269
mandakini,pampa,1,4,-0.5423
lakshman,sutikshna,1,4,0.0
raghu,sita,9,4,0.3087
raghu,sutikshna,2,4,-0.1027
sita,sutikshna,3,4,0.44040000000000007
sutikshna,meru,2,4,0.6369
meru,ikshvaku,1,4,-0.25
meru,sita,1,4,-0.25
ikshvaku,sita,1,4,0.128
chitrakuta,rama,1,4,0.7579
chitrakuta,indra,1,4,0.7579
vasava,brahma,1,4,0.34
sarabhanga,gautama,1,4,0.7906
rama,sumitra,4,4,-0.15739999999999998
suchi,indra,1,4,0.8591
suchi,sachi,1,4,0.8591
indra,sachi,1,4,0.7717
sita,janak,7,4,-0.24995714285714282
panchapsaras,mandakarni,1,4,0.8519
vatapi,ilval,2,4,-0.4588
yama,agastya,1,4,-0.9201
rama,dasaratha,25,4,0.394512
dasaratha,lakshman,2,4,0.765
agastya,lakshman,3,4,0.7783000000000001
agastya,dasaratha,3,4,0.7783000000000001
brahma,agni,1,4,0.5574
brahma,vishnu,1,4,0.5574
brahma,bhaga,1,4,0.5574
brahma,mahendra,1,4,0.5574
agni,vishnu,1,4,0.5574
agni,bhaga,1,4,0.5574
agni,mahendra,1,4,0.5574
vishnu,bhaga,3,4,0.5574
vishnu,mahendra,3,4,0.5574
vishnu,vayu,3,4,0.5574
bhaga,mahendra,1,4,0.5574
bhaga,vayu,1,4,0.5574
mahendra,vayu,2,4,0.8074
vayu,varun,1,4,0.8316
vayu,gayatri,1,4,0.8316
varun,gayatri,1,4,0.0
gayatri,kartikeya,1,4,0.7351
lakshman,sita,6,4,0.23858333333333334
arundhati,rama,1,4,0.8658
arundhati,lakshman,1,4,0.8658
godavari,sita,4,4,0.36485
raghu,panchavati,3,4,0.0516
kardam,vikrit,1,4,0.8316
kardam,sesha,1,4,0.8316
kardam,sansray,1,4,0.8316
kardam,bahuputra,1,4,0.8316
kardam,sthanu,1,4,0.8316
kardam,marichi,1,4,0.8316
vikrit,sesha,1,4,0.5574
vikrit,sansray,1,4,0.5574
vikrit,bahuputra,1,4,0.5574
vikrit,sthanu,1,4,0.5574
vikrit,marichi,1,4,0.5574
vikrit,atri,1,4,0.5574
vikrit,kratu,1,4,0.5574
sesha,sansray,1,4,0.5574
sesha,bahuputra,1,4,0.5574
sesha,sthanu,1,4,0.5574
sesha,marichi,1,4,0.5574
sesha,atri,1,4,0.5574
sesha,kratu,1,4,0.5574
sesha,pulastya,1,4,0.5574
sansray,bahuputra,1,4,0.5574
sansray,sthanu,1,4,0.5574
sansray,marichi,1,4,0.5574
sansray,atri,1,4,0.5574
sansray,kratu,1,4,0.5574
sansray,pulastya,1,4,0.5574
bahuputra,sthanu,1,4,0.5574
bahuputra,marichi,1,4,0.5574
bahuputra,atri,1,4,0.5574
bahuputra,kratu,1,4,0.5574
bahuputra,pulastya,1,4,0.5574
bahuputra,prachetas,1,4,0.5574
sthanu,marichi,1,4,0.0
sthanu,atri,1,4,0.0
sthanu,kratu,1,4,0.0
sthanu,pulastya,1,4,0.0
sthanu,prachetas,1,4,0.0
sthanu,pulah,1,4,0.0
marichi,atri,1,4,0.0
marichi,kratu,1,4,0.0
marichi,pulastya,1,4,0.0
marichi,prachetas,1,4,0.0
marichi,pulah,1,4,0.0
marichi,daksha,1,4,0.0
marichi,vivasvat,1,4,0.0
atri,kratu,1,4,0.4939
atri,pulastya,1,4,0.4939
atri,prachetas,1,4,0.4939
atri,pulah,1,4,0.4939
atri,daksha,1,4,0.4939
atri,vivasvat,1,4,0.4939
kratu,pulastya,1,4,0.4939
kratu,prachetas,1,4,0.4939
kratu,pulah,1,4,0.4939
kratu,daksha,1,4,0.4939
kratu,vivasvat,1,4,0.4939
kratu,arishtanemi,1,4,0.4939
pulastya,prachetas,1,4,0.4939
pulastya,pulah,1,4,0.4939
pulastya,daksha,1,4,0.4939
pulastya,vivasvat,1,4,0.4939
pulastya,arishtanemi,1,4,0.4939
prachetas,pulah,1,4,0.8625
prachetas,daksha,2,4,0.8625
prachetas,vivasvat,1,4,0.8625
prachetas,arishtanemi,1,4,0.8625
prachetas,kasyap,1,4,0.8625
pulah,daksha,2,4,0.8625
pulah,vivasvat,1,4,0.8625
pulah,arishtanemi,1,4,0.8625
pulah,kasyap,1,4,0.8625
daksha,vivasvat,3,4,0.91
daksha,arishtanemi,3,4,0.8906333333333333
daksha,kasyap,6,4,0.9197333333333333
vivasvat,arishtanemi,1,4,0.91
vivasvat,kasyap,1,4,0.91
arishtanemi,kasyap,1,4,0.8519
aditi,diti,3,4,0.7717
aditi,kalaka,3,4,0.7717
aditi,tamra,3,4,0.7717
aditi,danu,3,4,0.7717
aditi,anala,3,4,0.7717
aditi,krodhavasa,3,4,0.7717
aditi,manu,3,4,0.7717
aditi,kasyap,3,4,0.7717
diti,kalaka,3,4,0.7717
diti,tamra,3,4,0.7717
diti,danu,3,4,0.7717
diti,anala,3,4,0.7717
diti,krodhavasa,3,4,0.7717
diti,manu,3,4,0.7717
diti,kasyap,3,4,0.7717
kalaka,tamra,2,4,0.7717
kalaka,danu,2,4,0.7717
kalaka,anala,2,4,0.7717
kalaka,krodhavasa,2,4,0.7717
kalaka,manu,2,4,0.7717
kalaka,kasyap,2,4,0.7717
tamra,danu,2,4,0.7717
tamra,anala,2,4,0.7717
tamra,krodhavasa,2,4,0.7717
tamra,manu,2,4,0.7717
tamra,kasyap,2,4,0.7717
danu,anala,3,4,0.7717
danu,krodhavasa,3,4,0.7717
danu,manu,3,4,0.7717
danu,kasyap,3,4,0.7717
anala,krodhavasa,2,4,0.7717
anala,manu,2,4,0.7717
anala,kasyap,2,4,0.7717
krodhavasa,manu,2,4,0.7717
krodhavasa,kasyap,2,4,0.7717
manu,kasyap,2,4,0.875
vasus,adityas,1,4,0.872
vasus,rudras,1,4,0.872
vasus,asvins,1,4,0.872
vasus,diti,1,4,0.872
adityas,rudras,1,4,0.872
adityas,asvins,1,4,0.872
adityas,diti,1,4,0.872
rudras,asvins,1,4,0.7845
rudras,diti,1,4,0.7845
asvins,diti,1,4,0.7845
asvagriva,narak,1,4,0.7506
asvagriva,kalak,1,4,0.7506
asvagriva,kalaka,1,4,0.7506
asvagriva,tamra,1,4,0.7506
narak,kalak,1,4,0.8519
narak,kalaka,1,4,0.8519
narak,tamra,1,4,0.8519
kalak,kalaka,1,4,0.8979
kalak,tamra,1,4,0.8979
kraunchi,bhasi,6,4,-0.22629999999999997
kraunchi,syeni,5,4,-0.2263
kraunchi,suki,5,4,-0.28144
kraunchi,dhritarashtri,4,4,-0.27225
bhasi,syeni,5,4,-0.2263
bhasi,suki,5,4,-0.28144
bhasi,dhritarashtri,4,4,-0.27225
syeni,suki,3,4,-0.22630000000000003
syeni,dhritarashtri,3,4,-0.22630000000000003
suki,dhritarashtri,3,4,-0.3182
nala,vinata,1,4,0.4215
nala,krodhavasa,1,4,0.4215
nala,mrigi,1,4,0.4215
nala,mrigamanda,1,4,0.4215
nala,hari,1,4,0.4215
vinata,krodhavasa,3,4,0.6249
vinata,mrigi,3,4,0.6249
vinata,mrigamanda,3,4,0.6249
vinata,hari,3,4,0.6249
vinata,sarduli,3,4,0.6249
mrigi,mrigamanda,2,4,0.7579
mrigi,hari,4,4,0.8179
mrigi,sarduli,4,4,0.8179
mrigi,matangi,4,4,0.7947500000000001
mrigi,surabhi,4,4,0.73375
mrigi,surasa,5,4,0.72892
mrigi,kadruma,3,4,0.6910666666666666
mrigamanda,hari,2,4,0.7579
mrigamanda,sarduli,2,4,0.7579
mrigamanda,matangi,2,4,0.7579
mrigamanda,surabhi,2,4,0.7579
mrigamanda,surasa,2,4,0.7579
mrigamanda,kadruma,2,4,0.7579
hari,sarduli,2,4,0.8779
hari,matangi,2,4,0.8779
hari,surabhi,2,4,0.8779
hari,surasa,2,4,0.8779
hari,kadruma,2,4,0.8779
sarduli,matangi,2,4,0.8779
sarduli,surabhi,2,4,0.8779
sarduli,surasa,2,4,0.8779
sarduli,kadruma,2,4,0.8779
matangi,surabhi,2,4,0.8316
matangi,surasa,2,4,0.8316
matangi,kadruma,2,4,0.8316
surabhi,surasa,2,4,0.7096
surabhi,kadruma,2,4,0.7096
surasa,kadruma,3,4,0.7096
iravati,airavat,1,4,0.3182
iravati,hari,1,4,0.3182
airavat,hari,1,4,0.7506
gandharvi,surasa,1,4,-0.4588
gandharvi,kadru,1,4,-0.4588
